R_IDTOTS_C,R_ID_C,R_EXPEDIENT_C,R_EMPRESA_C,R_ESTADO_FC,R_PROVEEDOR_C,R_FECHA_EMISION_C,R_NUMERO_CP,R_NUMERO_CA,R_NUMERO_CF,R_IMPORTE_C,R_ACUMULADO_C,R_FECHA_ENTREGA,Expediente,Empresa,Data entrega,Estat entrega,A_NUMERO_CP,A_CLAU_UNICA_CP,_merge
223,19,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-12-30,561714,31,2025/00034,164.56,74158.48,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,561714,6428-C-C/00021,both
224,20,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-12-30,561715,31,2025/00029,162.14,74320.62,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,561715,6428-C-C/00022,both
225,1,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-10-17,535281,1,2025/00004,1287.44,1287.44,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,535281,6431-C-C/00001,both
226,2,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-10-17,535298,5,2025/00005,1345.52,2632.96,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,535298,6431-C-C/00002,both
227,3,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-10-22,537124,2,2025/00006,3165.36,5798.32,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,537124,6431-C-C/00003,both
228,4,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-10-22,537125,9,2025/00008,4019.62,9817.94,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,537125,6431-C-C/00004,both
229,5,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-10-29,540066,4,2025/00009,3472.7,13290.64,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,540066,6431-C-C/00005,both
230,6,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-10-29,540076,11,2025/00010,3726.8,17017.44,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,540076,6431-C-C/00006,both
231,7,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-11-05,542287,9,2025/00012,3661.46,20678.9,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,542287,6431-C-C/00007,both
232,8,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-11-05,542291,14,2025/00014,4048.66,24727.56,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,542291,6431-C-C/00008,both
233,9,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-11-12,545024,11,2025/00015,3552.56,28280.12,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,545024,6431-C-C/00009,both
234,10,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-11-12,545028,16,2025/00019,4135.78,32415.9,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,545028,6431-C-C/00010,both
235,11,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-11-19,547870,14,2025/00018,4034.14,36450.04,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,547870,6431-C-C/00011,both
236,12,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-11-19,547872,19,2025/00021,4075.28,40525.32,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,547872,6431-C-C/00012,both
237,13,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-11-26,551231,18,2025/00021,3467.86,43993.18,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,551231,6431-C-C/00013,both
238,14,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-11-26,551234,23,2025/00025,4285.82,48279.0,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,551234,6431-C-C/00014,both
239,15,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-12-03,554328,19,2025/00026,4164.82,52443.82,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,554328,6431-C-C/00015,both
240,16,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-12-03,554329,25,2025/00029,4456.43,56900.25,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,554329,6431-C-C/00016,both
241,17,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-12-10,556835,23,2025/00031,3930.08,60830.33,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,556835,6431-C-C/00017,both
242,18,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-12-10,556837,29,2025/00031,4622.2,65452.53,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,556837,6431-C-C/00018,both
243,19,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-12-17,560996,24,2025/00034,3598.54,69051.07,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,560996,6431-C-C/00019,both
244,20,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-12-17,560997,32,2025/00032,4277.35,73328.42,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,560997,6431-C-C/00020,both
245,21,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-12-29,561700,26,2025/00035,162.14,73490.56,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,561700,6431-C-C/00021,both
246,22,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-12-29,561702,33,2025/00036,179.08,73669.64,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,561702,6431-C-C/00022,both
287,1,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-10-17,535287,3,2025/00004,1280.18,1280.18,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,535287,6702-C-C/00002,both
288,2,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-10-17,535310,2,2025/00004,878.46,2158.64,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,535310,6702-C-C/00001,both
289,3,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-10-22,537161,8,2025/00008,4735.94,6894.58,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,537161,6702-C-C/00003,both
290,4,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-10-22,537418,7,2025/00008,3204.08,10098.66,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,537418,6702-C-C/00004,both
291,5,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-10-29,540080,9,2025/00009,4460.06,14558.72,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,540080,6702-C-C/00006,both
292,6,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-10-29,540090,10,2025/00009,3300.88,17859.6,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,540090,6702-C-C/00005,both
293,7,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-11-05,542316,10,2025/00013,4256.78,22116.38,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,542316,6702-C-C/00008,both
294,8,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-11-05,542328,13,2025/00014,3015.32,25131.7,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,542328,6702-C-C/00007,both
295,9,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-11-12,545004,12,2025/00016,4455.22,29586.92,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,545004,6702-C-C/00010,both
296,10,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-11-12,545005,16,2025/00015,3317.82,32904.74,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,545005,6702-C-C/00009,both
297,11,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-11-19,547939,14,2025/00020,4789.18,37693.92,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,547939,6702-C-C/00011,both
298,12,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-11-19,547941,18,2025/00019,3373.48,41067.4,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,547941,6702-C-C/00012,both
299,13,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-11-26,551277,15,2025/00021,4675.44,45742.84,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,551277,6702-C-C/00017,both
300,14,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-11-26,551281,21,2025/00024,3150.84,48893.68,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,551281,6702-C-C/00018,both
301,15,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-12-03,554367,23,2025/00026,3358.96,52252.64,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,554367,6702-C-C/00020,both
302,16,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-12-03,554370,20,2025/00022,4614.94,56867.58,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,554370,6702-C-C/00019,both
303,17,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-12-10,556810,21,2025/00023,5094.1,61961.68,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,556810,6702-C-C/00021,both
304,18,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-12-10,556819,26,2025/00028,3228.28,65189.96,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,556819,6702-C-C/00022,both
305,19,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-12-18,561110,22,2025/00027,4692.38,69882.34,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,561110,6702-C-C/00023,both
306,20,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-12-18,561111,31,2025/00033,3267.0,73149.34,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,561111,6702-C-C/00024,both
307,21,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-12-29,561709,25,2025/00028,171.82,73321.16,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,,,left_only
308,22,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-12-29,561710,35,2025/00036,162.14,73483.3,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,,,left_only
309,1,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-10-17,535283,3,2025/00003,849.42,849.42,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,535283,6706-C-C/00002,both
310,2,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-10-17,535302,2,2025/00002,1582.68,2432.1,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,535302,6706-C-C/00001,both
311,3,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-10-22,537118,8,2025/00006,3869.58,6301.68,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,537118,6706-C-C/00004,both
312,4,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-10-22,537121,7,2025/00004,4464.9,10766.58,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,537121,6706-C-C/00003,both
313,5,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-10-29,540081,10,2025/00009,3862.32,14628.9,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,540081,6706-C-C/00005,both
314,6,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-10-29,540084,9,2025/00007,4123.68,18752.58,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,540084,6706-C-C/00006,both
315,7,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-11-05,542292,14,2025/00014,4486.68,23239.26,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,542292,6706-C-C/00007,both
316,8,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-11-05,542296,14,2025/00011,3477.54,26716.8,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,542296,6706-C-C/00008,both
317,9,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-11-12,545010,18,2025/00012,4268.88,30985.68,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,545010,6706-C-C/00010,both
318,10,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-11-12,545014,17,2025/00017,4094.64,35080.32,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,545014,6706-C-C/00009,both
319,11,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-11-19,547890,21,2025/00020,4297.92,39378.24,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,547890,6706-C-C/00012,both
320,12,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-11-19,547893,19,2025/00014,3659.04,43037.28,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,547893,6706-C-C/00011,both
321,13,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-11-26,551235,25,2025/00023,4646.4,47683.68,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,551235,6706-C-C/00013,both
322,14,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-11-26,551237,22,2025/00019,4414.08,52097.76,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,551237,6706-C-C/00014,both
323,15,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-12-03,554393,30,2025/00026,3731.64,55829.4,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,554393,6706-C-C/00015,both
324,16,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-12-03,554394,25,2025/00020,4443.12,60272.52,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,554394,6706-C-C/00016,both
325,17,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-12-10,556824,33,2025/00029,3615.48,63888.0,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,556824,6706-C-C/00018,both
326,18,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-12-10,556826,26,2025/00022,4014.78,67902.78,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,556826,6706-C-C/00017,both
327,19,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-12-18,561004,35,2025/00036,3332.34,71235.12,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,561004,6706-C-C/00020,both
328,20,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-12-18,561005,30,2025/00024,3346.86,74581.98,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,561005,6706-C-C/00019,both
329,21,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-12-18,561044,39,2025/00034,72.6,74654.58,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,561044,6706-C-C/00021,both
330,1,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-10-17,535286,1,2025/00003,1323.74,1323.74,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,535286,6707-C-C/00002,both
331,2,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-10-17,535292,2,2025/00004,1408.44,2732.18,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,535292,6707-C-C/00001,both
332,3,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-10-22,537117,3,2025/00007,4293.08,7025.26,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,537117,6707-C-C/00003,both
333,4,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-10-22,537120,6,2025/00009,4421.34,11446.6,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,537120,6707-C-C/00004,both
334,5,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-10-29,540095,6,2025/00012,4135.78,15582.38,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,540095,6707-C-C/00006,both
335,6,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-10-29,540100,10,2025/00014,4145.46,19727.84,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,540100,6707-C-C/00005,both
336,7,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-11-05,542288,10,2025/00017,3947.02,23674.86,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,542288,6707-C-C/00007,both
337,8,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-11-05,542298,15,2025/00017,4094.64,27769.5,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,542298,6707-C-C/00008,both
338,9,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-11-13,546110,13,2025/00020,3821.18,31590.68,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,546110,6707-C-C/00009,both
339,10,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-11-13,546111,16,2025/00020,3930.08,35520.76,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,546111,6707-C-C/00010,both
340,11,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-11-19,547926,19,2025/00022,3888.94,39409.7,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,547926,6707-C-C/00011,both
341,12,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-11-19,547927,18,2025/00021,3821.18,43230.88,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,547927,6707-C-C/00012,both
342,13,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-11-26,551207,21,2025/00025,4087.38,47318.26,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,551207,6707-C-C/00014,both
343,14,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-11-26,551214,24,2025/00024,4038.98,51357.24,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,551214,6707-C-C/00013,both
344,15,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-12-03,554319,28,2025/00028,4014.78,55372.02,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,554319,6707-C-C/00016,both
345,16,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-12-03,554373,22,2025/00029,4026.88,59398.9,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,554373,6707-C-C/00015,both
346,17,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-12-10,556885,25,2025/00031,4290.66,63689.56,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,556885,6707-C-C/00017,both
347,18,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-12-10,556887,33,2025/00031,3961.54,67651.1,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,556887,6707-C-C/00018,both
348,19,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-12-18,561003,29,2025/00033,4205.96,71857.06,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,561003,6707-C-C/00019,both
348,19,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-12-18,561003,29,2025/00033,4205.96,71857.06,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,561003,6707-C-C/00020,both
349,20,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-12-18,561006,37,2025/00036,4433.44,76290.5,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,,,left_only
350,21,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-12-30,561716,33,2025/00038,162.14,76452.64,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,,,left_only
351,22,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-12-30,561717,38,2025/00039,157.3,76609.94,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,,,left_only
373,1,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-10-17,535289,2,2025/00001,1638.34,1638.34,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,535289,6734-C-C/00002,both
374,2,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-10-17,535311,3,2025/00003,1089.0,2727.34,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,535311,6734-C-C/00001,both
375,3,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-10-23,537776,7,2025/00002,4704.48,7431.82,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,537776,6734-C-C/00003,both
376,4,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-10-23,537778,8,2025/00006,3315.4,10747.22,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,537778,6734-C-C/00004,both
377,5,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-10-29,540135,12,2025/00007,4481.84,15229.06,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,540135,6734-C-C/00005,both
378,6,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-10-29,540136,10,2025/00010,3000.8,18229.86,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,540136,6734-C-C/00006,both
379,7,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-11-05,542340,17,2025/00008,5164.28,23394.14,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,542340,6734-C-C/00007,both
380,8,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-11-05,542341,11,2025/00014,3521.1,26915.24,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,542341,6734-C-C/00008,both
381,9,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-11-12,545007,20,2025/00010,4694.8,31610.04,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,545007,6734-C-C/00009,both
382,10,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-11-12,545011,15,2025/00019,3273.05,34883.09,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,545011,6734-C-C/00010,both
383,11,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-11-20,548618,24,2025/00014,5103.78,39986.87,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,548618,6734-C-C/00011,both
384,12,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-11-20,548619,20,2025/00020,3067.35,43054.22,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,548619,6734-C-C/00012,both
385,13,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-11-26,551239,30,2025/00019,5055.38,48109.6,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,551239,6734-C-C/00013,both
386,14,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-11-26,551242,23,2025/00021,3763.1,51872.7,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,551242,6734-C-C/00014,both
387,15,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-11-26,551322,34,2025/00020,522.72,52395.42,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,551322,6734-C-C/00015,both
388,16,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-12-03,554320,36,2025/00024,4549.6,56945.02,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,554320,6734-C-C/00016,both
389,17,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-12-03,554322,24,2025/00022,3557.4,60502.42,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,554322,6734-C-C/00017,both
390,18,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-12-10,556830,41,2025/00025,5052.96,65555.38,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,556830,6734-C-C/00019,both
391,19,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-12-10,556836,25,2025/00026,3267.0,68822.38,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,556836,6734-C-C/00018,both
392,20,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-12-17,560857,43,2025/00026,4510.88,73333.26,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,560857,6734-C-C/00020,both
