R_IDTOTS_C,R_ID_C,R_EXPEDIENT_C,R_EMPRESA_C,R_ESTADO_FC,R_PROVEEDOR_C,R_FECHA_EMISION_C,R_NUMERO_CP,R_NUMERO_CA,R_NUMERO_CF,R_IMPORTE_C,R_ACUMULADO_C,R_FECHA_ENTREGA,Expediente,Empresa,Data entrega,Estat entrega,A_IDTOTS_CP,A_CLAU_UNICA_CP,A_ID_CP,A_EXPEDIENT_CP,A_EMPRESA_CP,A_REF_ODOO_CP,A_FECHA_ALTA_ODOO_CP,A_NUMERO_CP,A_FECHA_EMISION_CP,A_PROVEEDOR_CP,A_IMPORTE_CP,A_ACUMULADO_CP,A_ESTADO_CP,A_ESTADO_FACTURACION_CP,_merge
132,2,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-10-17,535324,5,2025/00001,1672.22,3119.38,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,131,6368-C-C/00001,1,6368,ADG32 6368 LPIZA SL,C-C/00001,2025-10-17,535324,2025-10-17,ROCALLA SA,1672.22,1672.22,Pedido de compra,Totalmente facturado,both
133,3,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-10-22,537130,8,2025/00006,3092.76,6212.14,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,133,6368-C-C/00003,3,6368,ADG32 6368 LPIZA SL,C-C/00003,2025-10-23,537130,2025-10-22,ALUBIX SL,3092.76,6212.14,Pedido de compra,Totalmente facturado,both
134,4,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-10-22,537135,6,2025/00003,3559.82,9771.96,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,134,6368-C-C/00004,4,6368,ADG32 6368 LPIZA SL,C-C/00004,2025-10-23,537135,2025-10-22,ROCALLA SA,3559.82,9771.96,Pedido de compra,Totalmente facturado,both
135,5,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-10-29,540077,11,2025/00007,3598.54,13370.5,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,136,6368-C-C/00006,6,6368,ADG32 6368 LPIZA SL,C-C/00006,2025-10-29,540077,2025-10-29,ALUBIX SL,3598.54,17634.54,Pedido de compra,Totalmente facturado,both
136,6,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-10-29,540078,7,2025/00007,4264.04,17634.54,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,135,6368-C-C/00005,5,6368,ADG32 6368 LPIZA SL,C-C/00005,2025-10-29,540078,2025-10-29,ROCALLA SA,4264.04,14036.0,Pedido de compra,Totalmente facturado,both
137,7,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-11-05,542304,14,2025/00010,3813.92,21448.46,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,137,6368-C-C/00007,7,6368,ADG32 6368 LPIZA SL,C-C/00007,2025-11-05,542304,2025-11-05,ALUBIX SL,3813.92,21448.46,Pedido de compra,Totalmente facturado,both
138,8,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-11-05,542312,12,2025/00011,4714.16,26162.62,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,138,6368-C-C/00008,8,6368,ADG32 6368 LPIZA SL,C-C/00008,2025-11-05,542312,2025-11-05,ROCALLA SA,4714.16,26162.62,Pedido de compra,Totalmente facturado,both
139,9,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-11-13,545514,16,2025/00013,3315.4,29478.02,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,139,6368-C-C/00009,9,6368,ADG32 6368 LPIZA SL,C-C/00009,2025-11-13,545514,2025-11-13,ALUBIX SL,3315.4,29478.02,Pedido de compra,Totalmente facturado,both
140,10,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-11-13,545515,14,2025/00016,4486.68,33964.7,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,140,6368-C-C/00010,10,6368,ADG32 6368 LPIZA SL,C-C/00010,2025-11-13,545515,2025-11-13,ROCALLA SA,4486.68,33964.7,Pedido de compra,Totalmente facturado,both
141,11,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-11-19,547920,18,2025/00018,3540.46,37505.16,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,142,6368-C-C/00012,12,6368,ADG32 6368 LPIZA SL,C-C/00012,2025-11-19,547920,2025-11-19,ALUBIX SL,3540.46,41682.08,Pedido de compra,Totalmente facturado,both
142,12,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-11-19,547923,17,2025/00019,4176.92,41682.08,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,141,6368-C-C/00011,11,6368,ADG32 6368 LPIZA SL,C-C/00011,2025-11-19,547923,2025-11-19,ROCALLA SA,4176.92,38141.62,Pedido de compra,Totalmente facturado,both
143,13,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-11-26,551381,23,2025/00023,3959.12,45641.2,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,143,6368-C-C/00013,13,6368,ADG32 6368 LPIZA SL,C-C/00013,2025-11-27,551381,2025-11-26,ALUBIX SL,3959.12,45641.2,Pedido de compra,Totalmente facturado,both
144,14,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-11-26,551390,20,2025/00024,4271.3,49912.5,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,144,6368-C-C/00014,14,6368,ADG32 6368 LPIZA SL,C-C/00014,2025-11-27,551390,2025-11-26,ROCALLA SA,4271.3,49912.5,Pedido de compra,Totalmente facturado,both
145,15,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-12-03,554313,24,2025/00027,3913.14,53825.64,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,146,6368-C-C/00016,16,6368,ADG32 6368 LPIZA SL,C-C/00016,2025-12-03,554313,2025-12-03,ALUBIX SL,3913.14,58488.98,Pedido de compra,Totalmente facturado,both
146,16,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-12-03,554316,22,2025/00027,4663.34,58488.98,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,145,6368-C-C/00015,15,6368,ADG32 6368 LPIZA SL,C-C/00015,2025-12-03,554316,2025-12-03,ROCALLA SA,4663.34,54575.84,Pedido de compra,Totalmente facturado,both
147,17,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-12-10,556851,28,2025/00030,3593.7,62082.68,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,147,6368-C-C/00017,17,6368,ADG32 6368 LPIZA SL,C-C/00017,2025-12-10,556851,2025-12-10,ALUBIX SL,3593.7,62082.68,Pedido de compra,Totalmente facturado,both
148,18,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-12-10,556855,26,2025/00029,5186.06,67268.74,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,148,6368-C-C/00018,18,6368,ADG32 6368 LPIZA SL,C-C/00018,2025-12-10,556855,2025-12-10,ROCALLA SA,5186.06,67268.74,Pedido de compra,Totalmente facturado,both
149,19,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-12-17,560474,32,2025/00031,3283.94,70552.68,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,149,6368-C-C/00019,19,6368,ADG32 6368 LPIZA SL,C-C/00019,2025-12-17,560474,2025-12-17,ALUBIX SL,3283.94,70552.68,Pedido de compra,Facturas en espera,both
150,20,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-12-17,560477,30,2025/00034,3741.32,0.0,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,150,6368-C-C/00020,20,6368,ADG32 6368 LPIZA SL,C-C/00020,2025-12-17,560477,2025-12-17,ROCALLA SA,3741.32,74294.0,Pedido de compra,Facturas en espera,both
151,21,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-12-24,561675,34,2025/00034,171.82,74465.82,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,,,,,,,,,,,,,,,left_only
152,22,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-12-24,561677,31,2025/00036,162.14,74627.96,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,,,,,,,,,,,,,,,left_only
153,1,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-10-17,535276,1,2025/00002,1239.04,1239.04,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,152,6369-C-C/00002,2,6369,ADG32 6369 VMASTRANGELO SL,C-C/00002,2025-10-17,535276,2025-10-17,ALUBIX SL,1239.04,2832.61,Pedido de compra,Totalmente facturado,both
154,2,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-10-17,535299,5,2025/00001,1593.57,2832.61,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,151,6369-C-C/00001,1,6369,ADG32 6369 VMASTRANGELO SL,C-C/00001,2025-10-17,535299,2025-10-17,ROCALLA SA,1593.57,1593.57,Pedido de compra,Totalmente facturado,both
155,3,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-10-22,537048,2,2025/00009,1840.41,4673.02,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,154,6369-C-C/00004,4,6369,ADG32 6369 VMASTRANGELO SL,C-C/00004,2025-10-22,537048,2025-10-22,ALUBIX SL,1840.41,8941.9,Pedido de compra,Totalmente facturado,both
156,4,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-10-22,537049,4,2025/00007,1583.89,6256.91,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,155,6369-C-C/00005,5,6369,ADG32 6369 VMASTRANGELO SL,C-C/00005,2025-10-22,537049,2025-10-22,ALUBIX SL,1583.89,10525.79,Pedido de compra,Totalmente facturado,both
157,5,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-10-22,537052,7,2025/00005,4268.88,10525.79,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,153,6369-C-C/00003,3,6369,ADG32 6369 VMASTRANGELO SL,C-C/00003,2025-10-22,537052,2025-10-22,ROCALLA SA,4268.88,7101.49,Pedido de compra,Totalmente facturado,both
158,6,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-10-29,540055,8,2025/00012,3286.36,13812.15,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,157,6369-C-C/00007,7,6369,ADG32 6369 VMASTRANGELO SL,C-C/00007,2025-10-29,540055,2025-10-29,ALUBIX SL,3286.36,18356.91,Pedido de compra,Totalmente facturado,both
159,7,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-10-29,540058,12,2025/00009,4544.76,18356.91,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,156,6369-C-C/00006,6,6369,ADG32 6369 VMASTRANGELO SL,C-C/00006,2025-10-29,540058,2025-10-29,ROCALLA SA,4544.76,15070.55,Pedido de compra,Totalmente facturado,both
160,8,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-11-05,542280,9,2025/00013,3501.74,21858.65,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,158,6369-C-C/00008,8,6369,ADG32 6369 VMASTRANGELO SL,C-C/00008,2025-11-05,542280,2025-11-05,ALUBIX SL,3501.74,21858.65,Pedido de compra,Totalmente facturado,both
161,9,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-11-05,542281,13,2025/00014,4034.14,25892.79,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,159,6369-C-C/00009,9,6369,ADG32 6369 VMASTRANGELO SL,C-C/00009,2025-11-05,542281,2025-11-05,ROCALLA SA,4034.14,25892.79,Pedido de compra,Totalmente facturado,both
162,10,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-11-12,544972,10,2025/00015,3682.64,29575.43,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,160,6369-C-C/00010,10,6369,ADG32 6369 VMASTRANGELO SL,C-C/00010,2025-11-12,544972,2025-11-12,ALUBIX SL,3682.64,29575.43,Pedido de compra,Totalmente facturado,both
163,11,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-11-12,544977,17,2025/00015,4266.46,33841.89,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,161,6369-C-C/00011,11,6369,ADG32 6369 VMASTRANGELO SL,C-C/00011,2025-11-12,544977,2025-11-12,ROCALLA SA,4266.46,33841.89,Pedido de compra,Totalmente facturado,both
164,12,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-11-19,547924,12,2025/00017,3590.07,37431.96,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,162,6369-C-C/00012,12,6369,ADG32 6369 VMASTRANGELO SL,C-C/00012,2025-11-19,547924,2025-11-19,ALUBIX SL,3590.07,37431.96,Pedido de compra,Totalmente facturado,both
165,13,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-11-19,547925,21,2025/00017,4089.8,41521.76,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,163,6369-C-C/00013,13,6369,ADG32 6369 VMASTRANGELO SL,C-C/00013,2025-11-19,547925,2025-11-19,ROCALLA SA,4089.8,41521.76,Pedido de compra,Totalmente facturado,both
166,14,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-11-26,551192,16,2025/00020,3931.29,45453.05,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,164,6369-C-C/00014,14,6369,ADG32 6369 VMASTRANGELO SL,C-C/00014,2025-11-26,551192,2025-11-26,ALUBIX SL,3931.29,45453.05,Pedido de compra,Totalmente facturado,both
167,15,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-11-26,551194,26,2025/00022,4502.41,49955.46,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,165,6369-C-C/00015,15,6369,ADG32 6369 VMASTRANGELO SL,C-C/00015,2025-11-26,551194,2025-11-26,ROCALLA SA,4502.41,49955.46,Pedido de compra,Totalmente facturado,both
168,16,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-12-03,554275,20,2025/00024,3245.83,53201.29,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,166,6369-C-C/00016,16,6369,ADG32 6369 VMASTRANGELO SL,C-C/00016,2025-12-03,554275,2025-12-03,ALUBIX SL,3245.83,53201.29,Pedido de compra,Totalmente facturado,both
169,17,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-12-03,554280,30,2025/00027,4397.14,57598.43,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,167,6369-C-C/00017,17,6369,ADG32 6369 VMASTRANGELO SL,C-C/00017,2025-12-03,554280,2025-12-03,ROCALLA SA,4397.14,57598.43,Pedido de compra,Totalmente facturado,both
170,18,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-12-03,554380,35,2025/00030,65.34,57663.77,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,168,6369-C-C/00018,18,6369,ADG32 6369 VMASTRANGELO SL,C-C/00018,2025-12-03,554380,2025-12-03,ROCALLA SA,65.34,57663.77,Pedido de compra,Totalmente facturado,both
171,19,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-12-10,556808,36,2025/00035,4440.7,62104.47,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,169,6369-C-C/00019,19,6369,ADG32 6369 VMASTRANGELO SL,C-C/00019,2025-12-10,556808,2025-12-10,ROCALLA SA,4440.7,62104.47,Pedido de compra,Totalmente facturado,both
172,20,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-12-10,556812,24,2025/00027,3415.83,65520.3,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,170,6369-C-C/00020,20,6369,ADG32 6369 VMASTRANGELO SL,C-C/00020,2025-12-10,556812,2025-12-10,ALUBIX SL,3415.83,65520.3,Pedido de compra,Totalmente facturado,both
173,21,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-12-17,560905,26,2025/00030,3581.6,69101.9,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,171,6369-C-C/00021,21,6369,ADG32 6369 VMASTRANGELO SL,C-C/00021,2025-12-17,560905,2025-12-17,ALUBIX SL,3581.6,69101.9,Pedido de compra,Totalmente facturado,both
174,22,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-12-17,560906,38,2025/00037,4262.83,73364.73,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,172,6369-C-C/00022,22,6369,ADG32 6369 VMASTRANGELO SL,C-C/00022,2025-12-17,560906,2025-12-17,ROCALLA SA,4262.83,73364.73,Pedido de compra,Totalmente facturado,both
175,1,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-10-17,535280,5,2025/00001,1352.78,1352.78,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,174,6427-C-C/00002,2,6427,ADG32 6427 NANANOU SL,C-C/00002,2025-10-17,535280,2025-10-17,ALUBIX SL,1352.78,2139.28,Pedido de compra,Totalmente facturado,both
176,2,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-10-17,535303,3,2025/00001,786.5,2139.28,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,173,6427-C-C/00001,1,6427,ADG32 6427 NANANOU SL,C-C/00001,2025-10-17,535303,2025-10-17,ROCALLA SA,786.5,786.5,Pedido de compra,Totalmente facturado,both
177,3,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-10-23,537782,7,2025/00005,4619.78,6759.06,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,176,6427-C-C/00004,4,6427,ADG32 6427 NANANOU SL,C-C/00004,2025-10-23,537782,2025-10-23,ALUBIX SL,4619.78,9629.18,Pedido de compra,Totalmente facturado,both
178,4,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-10-23,537785,6,2025/00004,2870.12,9629.18,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,175,6427-C-C/00003,3,6427,ADG32 6427 NANANOU SL,C-C/00003,2025-10-23,537785,2025-10-23,ROCALLA SA,2870.12,5009.4,Pedido de compra,Totalmente facturado,both
179,5,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-10-29,540130,8,2025/00007,4474.58,14103.76,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,178,6427-C-C/00006,6,6427,ADG32 6427 NANANOU SL,C-C/00006,2025-10-29,540130,2025-10-29,ALUBIX SL,4474.58,16722.2,Pedido de compra,Totalmente facturado,both
180,6,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-10-29,540132,8,2025/00005,2618.44,16722.2,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,177,6427-C-C/00005,5,6427,ADG32 6427 NANANOU SL,C-C/00005,2025-10-29,540132,2025-10-29,ROCALLA SA,2618.44,12247.62,Pedido de compra,Totalmente facturado,both
181,7,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-11-05,542342,9,2025/00010,5186.06,21908.26,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,179,6427-C-C/00007,7,6427,ADG32 6427 NANANOU SL,C-C/00007,2025-11-05,542342,2025-11-05,ALUBIX SL,5186.06,21908.26,Pedido de compra,Totalmente facturado,both
182,8,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-11-05,542345,11,2025/00006,3274.26,25182.52,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,180,6427-C-C/00008,8,6427,ADG32 6427 NANANOU SL,C-C/00008,2025-11-05,542345,2025-11-05,ROCALLA SA,3274.26,25182.52,Pedido de compra,Totalmente facturado,both
183,9,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-11-12,544987,13,2025/00014,4636.72,29819.24,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,181,6427-C-C/00009,9,6427,ADG32 6427 NANANOU SL,C-C/00009,2025-11-12,544987,2025-11-12,ALUBIX SL,4636.72,29819.24,Pedido de compra,Totalmente facturado,both
184,10,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-11-12,544989,15,2025/00010,2816.88,32636.12,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,182,6427-C-C/00010,10,6427,ADG32 6427 NANANOU SL,C-C/00010,2025-11-12,544989,2025-11-12,ROCALLA SA,2816.88,32636.12,Pedido de compra,Totalmente facturado,both
185,11,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-11-19,548604,18,2025/00018,4542.34,37178.46,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,183,6427-C-C/00011,11,6427,ADG32 6427 NANANOU SL,C-C/00011,2025-11-21,548604,2025-11-19,ALUBIX SL,4542.34,37178.46,Pedido de compra,Totalmente facturado,both
186,12,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-11-19,548605,16,2025/00011,3332.34,40510.8,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,184,6427-C-C/00012,12,6427,ADG32 6427 NANANOU SL,C-C/00012,2025-11-21,548605,2025-11-19,ROCALLA SA,3332.34,40510.8,Pedido de compra,Totalmente facturado,both
187,13,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-11-26,551241,20,2025/00022,4881.14,45391.94,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,185,6427-C-C/00013,13,6427,ADG32 6427 NANANOU SL,C-C/00013,2025-11-26,551241,2025-11-26,ALUBIX SL,4881.14,45391.94,Pedido de compra,Totalmente facturado,both
188,14,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-11-26,551246,20,2025/00014,3160.52,48552.46,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,186,6427-C-C/00014,14,6427,ADG32 6427 NANANOU SL,C-C/00014,2025-11-26,551246,2025-11-26,ROCALLA SA,3160.52,48552.46,Pedido de compra,Totalmente facturado,both
189,15,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-12-03,554338,25,2025/00024,4653.66,53206.12,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,187,6427-C-C/00015,15,6427,ADG32 6427 NANANOU SL,C-C/00015,2025-12-03,554338,2025-12-03,ALUBIX SL,4653.66,53206.12,Pedido de compra,Totalmente facturado,both
190,16,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-12-03,554339,22,2025/00018,2792.68,55998.8,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,188,6427-C-C/00016,16,6427,ADG32 6427 NANANOU SL,C-C/00016,2025-12-03,554339,2025-12-03,ROCALLA SA,2792.68,55998.8,Pedido de compra,Totalmente facturado,both
191,17,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-12-10,556848,29,2025/00028,5164.28,61163.08,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,189,6427-C-C/00017,17,6427,ADG32 6427 NANANOU SL,C-C/00017,2025-12-10,556848,2025-12-10,ALUBIX SL,5164.28,61163.08,Pedido de compra,Totalmente facturado,both
192,18,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-12-10,556854,24,2025/00021,3254.9,64417.98,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,190,6427-C-C/00018,18,6427,ADG32 6427 NANANOU SL,C-C/00018,2025-12-10,556854,2025-12-10,ROCALLA SA,3254.9,64417.98,Pedido de compra,Totalmente facturado,both
193,19,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-12-17,560936,31,2025/00029,4670.6,69088.58,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,191,6427-C-C/00019,19,6427,ADG32 6427 NANANOU SL,C-C/00019,2025-12-17,560936,2025-12-17,ALUBIX SL,4670.6,69088.58,Pedido de compra,Totalmente facturado,both
194,20,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-12-17,560937,27,2025/00026,2974.18,72062.76,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,192,6427-C-C/00020,20,6427,ADG32 6427 NANANOU SL,C-C/00020,2025-12-17,560937,2025-12-17,ROCALLA SA,2974.18,72062.76,Pedido de compra,Totalmente facturado,both
195,21,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-12-29,561701,32,2025/00031,171.82,72234.58,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,193,6427-C-C/00021,21,6427,ADG32 6427 NANANOU SL,C-C/00021,2025-12-29,561701,2025-12-29,ALUBIX SL,171.82,72234.58,Pedido de compra,Facturas en espera,both
196,22,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-12-29,561703,30,2025/00029,157.3,72391.88,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,194,6427-C-C/00023,22,6427,ADG32 6427 NANANOU SL,C-C/00023,2025-12-30,561703,2025-12-29,ROCALLA SA,157.3,72391.88,Pedido de compra,Facturas en espera,both
197,1,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-10-23,538001,3,2025/00003,5057.8,5057.8,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,195,6428-C-C/00003,1,6428,ADG32 6428 ABOUBAL SL,C-C/00003,2025-10-24,538001,2025-10-23,ALUBIX SL,5057.8,5057.8,Pedido de compra,Totalmente facturado,both
198,2,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-10-23,538002,5,2025/00001,5619.24,10677.04,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,196,6428-C-C/00004,2,6428,ADG32 6428 ABOUBAL SL,C-C/00004,2025-10-24,538002,2025-10-23,ROCALLA SA,5619.24,10677.04,Pedido de compra,Totalmente facturado,both
