R_IDTOTS_C,R_ID_C,R_EXPEDIENT_C,R_EMPRESA_C,R_ESTADO_FC,R_PROVEEDOR_C,R_FECHA_EMISION_C,R_NUMERO_CP,R_NUMERO_CA,R_NUMERO_CF,R_IMPORTE_C,R_ACUMULADO_C,R_FECHA_ENTREGA,Expediente,Empresa,Data entrega,Estat entrega,A_NUMERO_CP,A_CLAU_UNICA_CP,_merge_01,A_IDTOTS_CF,A_CLAU_UNICA_CF,A_ID_CF,A_EXPEDIENT_CF,A_EMPRESA_CF,A_REF_ODOO_CF,A_PROVEEDOR_CF,A_NUMERO_CF,A_FECHA_EMISION_CF,A_ORIGEN_CF,A_IMPORTE_CF,A_ACUMULADO_CF,A_ESTADO_PAGO_CF,_merge
137,7,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-11-05,542304,14,2025/00010,3813.92,21448.46,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,542304,6368-C-C/00007,both,132,6368-C-C/00007,7,6368,ADG32 6368 LPIZA SL,FC/2025/0007,ALUBIX SL,2025/00010,2025-11-05,C-C/00007,3813.92,21448.46,Pagada,both
138,8,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-11-05,542312,12,2025/00011,4714.16,26162.62,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,542312,6368-C-C/00008,both,133,6368-C-C/00008,8,6368,ADG32 6368 LPIZA SL,FC/2025/0008,ROCALLA SA,2025/00011,2025-11-05,C-C/00008,4714.16,26162.62,Pagada,both
139,9,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-11-13,545514,16,2025/00013,3315.4,29478.02,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,545514,6368-C-C/00009,both,134,6368-C-C/00009,9,6368,ADG32 6368 LPIZA SL,FC/2025/0009,ALUBIX SL,2025/00013,2025-11-13,C-C/00009,3315.4,29478.02,Pagada,both
140,10,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-11-13,545515,14,2025/00016,4486.68,33964.7,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,545515,6368-C-C/00010,both,135,6368-C-C/00010,10,6368,ADG32 6368 LPIZA SL,FC/2025/0010,ROCALLA SA,2025/00016,2025-11-13,C-C/00010,4486.68,33964.7,Pagada,both
141,11,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-11-19,547920,18,2025/00018,3540.46,37505.16,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,547920,6368-C-C/00012,both,137,6368-C-C/00012,12,6368,ADG32 6368 LPIZA SL,FC/2025/0028,ALUBIX SL,2025/00018,2025-11-19,C-C/00012,3540.46,41682.08,Pagada,both
142,12,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-11-19,547923,17,2025/00019,4176.92,41682.08,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,547923,6368-C-C/00011,both,136,6368-C-C/00011,11,6368,ADG32 6368 LPIZA SL,FC/2025/0027,ROCALLA SA,2025/00019,2025-11-19,C-C/00011,4176.92,38141.62,Pagada,both
143,13,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-11-26,551381,23,2025/00023,3959.12,45641.2,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,551381,6368-C-C/00013,both,138,6368-C-C/00013,13,6368,ADG32 6368 LPIZA SL,FC/2025/0029,ALUBIX SL,2025/00023,2025-11-26,C-C/00013,3959.12,45641.2,Publicado,both
144,14,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-11-26,551390,20,2025/00024,4271.3,49912.5,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,551390,6368-C-C/00014,both,139,6368-C-C/00014,14,6368,ADG32 6368 LPIZA SL,FC/2025/0030,ROCALLA SA,2025/00024,2025-11-26,C-C/00014,4271.3,49912.5,Publicado,both
145,15,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-12-03,554313,24,2025/00027,3913.14,53825.64,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,554313,6368-C-C/00016,both,141,6368-C-C/00016,16,6368,ADG32 6368 LPIZA SL,FC/2025/0038,ALUBIX SL,2025/00027,2025-12-03,C-C/00016,3913.14,58488.98,Publicado,both
146,16,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-12-03,554316,22,2025/00027,4663.34,58488.98,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,554316,6368-C-C/00015,both,140,6368-C-C/00015,15,6368,ADG32 6368 LPIZA SL,FC/2025/0037,ROCALLA SA,2025/00027,2025-12-03,C-C/00015,4663.34,54575.84,Publicado,both
147,17,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-12-10,556851,28,2025/00030,3593.7,62082.68,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,556851,6368-C-C/00017,both,142,6368-C-C/00017,17,6368,ADG32 6368 LPIZA SL,FC/2025/0042,ALUBIX SL,2025/00030,2025-12-10,C-C/00017,3593.7,62082.68,Publicado,both
148,18,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-12-10,556855,26,2025/00029,5186.06,67268.74,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,556855,6368-C-C/00018,both,143,6368-C-C/00018,18,6368,ADG32 6368 LPIZA SL,FC/2025/0043,ROCALLA SA,2025/00029,2025-12-10,C-C/00018,5186.06,67268.74,Publicado,both
149,19,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-12-17,560474,32,2025/00031,3283.94,70552.68,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,560474,6368-C-C/00019,both,144,6368-C-C/00019,19,6368,ADG32 6368 LPIZA SL,FC/2025/0049,ALUBIX SL,2025/00031,2025-12-17,C-C/00019,3283.94,70552.68,Publicado,both
150,20,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-12-17,560477,30,2025/00034,3741.32,0.0,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,560477,6368-C-C/00020,both,145,6368-C-C/00020,20,6368,ADG32 6368 LPIZA SL,FC/2025/0050,ROCALLA SA,2025/00034,2025-12-17,C-C/00020,3741.32,74294.0,Publicado,both
151,21,6368,ADG32 6368 LPIZA SL,Pagada,ALUBIX SL,2025-12-24,561675,34,2025/00034,171.82,74465.82,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,,,left_only,,,,,,,,,,,,,,left_only
152,22,6368,ADG32 6368 LPIZA SL,Pagada,ROCALLA SA,2025-12-24,561677,31,2025/00036,162.14,74627.96,2025-12-24,6368,ADG32 6368 LPIZA SL,2025-12-24,ENTREGADA,,,left_only,,,,,,,,,,,,,,left_only
153,1,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-10-17,535276,1,2025/00002,1239.04,1239.04,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,535276,6369-C-C/00002,both,147,6369-C-C/00002,2,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0002,ALUBIX SL,2025/00002,2025-10-17,C-C/00002,1239.04,2832.61,Pagada,both
154,2,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-10-17,535299,5,2025/00001,1593.57,2832.61,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,535299,6369-C-C/00001,both,146,6369-C-C/00001,1,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0001,ROCALLA SA,2025/00001,2025-10-17,C-C/00001,1593.57,1593.57,Pagada,both
155,3,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-10-22,537048,2,2025/00009,1840.41,4673.02,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,537048,6369-C-C/00004,both,149,6369-C-C/00004,4,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0005,ALUBIX SL,2025/00009,2025-10-22,C-C/00004,1840.41,8941.9,Pagada,both
156,4,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-10-22,537049,4,2025/00007,1583.89,6256.91,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,537049,6369-C-C/00005,both,150,6369-C-C/00005,5,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0004,ALUBIX SL,2025/00007,2025-10-22,C-C/00005,1583.89,10525.79,Pagada,both
157,5,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-10-22,537052,7,2025/00005,4268.88,10525.79,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,537052,6369-C-C/00003,both,148,6369-C-C/00003,3,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0003,ROCALLA SA,2025/00005,2025-10-22,C-C/00003,4268.88,7101.49,Pagada,both
158,6,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-10-29,540055,8,2025/00012,3286.36,13812.15,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,540055,6369-C-C/00007,both,152,6369-C-C/00007,7,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0006,ALUBIX SL,2025/00012,2025-10-29,C-C/00007,3286.36,18356.91,Pagada,both
159,7,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-10-29,540058,12,2025/00009,4544.76,18356.91,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,540058,6369-C-C/00006,both,151,6369-C-C/00006,6,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0007,ROCALLA SA,2025/00009,2025-10-29,C-C/00006,4544.76,15070.55,Pagado parcialmente,both
160,8,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-11-05,542280,9,2025/00013,3501.74,21858.65,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,542280,6369-C-C/00008,both,153,6369-C-C/00008,8,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0008,ALUBIX SL,2025/00013,2025-11-05,C-C/00008,3501.74,21858.65,Pagada,both
161,9,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-11-05,542281,13,2025/00014,4034.14,25892.79,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,542281,6369-C-C/00009,both,154,6369-C-C/00009,9,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0009,ROCALLA SA,2025/00014,2025-11-05,C-C/00009,4034.14,25892.79,Pagada,both
162,10,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-11-12,544972,10,2025/00015,3682.64,29575.43,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,544972,6369-C-C/00010,both,155,6369-C-C/00010,10,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0010,ALUBIX SL,2025/00015,2025-11-12,C-C/00010,3682.64,29575.43,Pagada,both
163,11,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-11-12,544977,17,2025/00015,4266.46,33841.89,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,544977,6369-C-C/00011,both,156,6369-C-C/00011,11,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0011,ROCALLA SA,2025/00015,2025-11-12,C-C/00011,4266.46,33841.89,Pagada,both
164,12,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-11-19,547924,12,2025/00017,3590.07,37431.96,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,547924,6369-C-C/00012,both,157,6369-C-C/00012,12,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0028,ALUBIX SL,2025/00017,2025-11-19,C-C/00012,3590.07,37431.96,Pagada,both
165,13,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-11-19,547925,21,2025/00017,4089.8,41521.76,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,547925,6369-C-C/00013,both,158,6369-C-C/00013,13,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0029,ROCALLA SA,2025/00017,2025-11-19,C-C/00013,4089.8,41521.76,Pagada,both
166,14,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-11-26,551192,16,2025/00020,3931.29,45453.05,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,551192,6369-C-C/00014,both,159,6369-C-C/00014,14,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0030,ALUBIX SL,2025/00020,2025-11-26,C-C/00014,3931.29,45453.05,Publicado,both
167,15,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-11-26,551194,26,2025/00022,4502.41,49955.46,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,551194,6369-C-C/00015,both,160,6369-C-C/00015,15,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0031,ROCALLA SA,2025/00022,2025-11-26,C-C/00015,4502.41,49955.46,Publicado,both
168,16,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-12-03,554275,20,2025/00024,3245.83,53201.29,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,554275,6369-C-C/00016,both,161,6369-C-C/00016,16,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0038,ALUBIX SL,2025/00024,2025-12-03,C-C/00016,3245.83,53201.29,Publicado,both
169,17,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-12-03,554280,30,2025/00027,4397.14,57598.43,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,554280,6369-C-C/00017,both,162,6369-C-C/00017,17,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0039,ROCALLA SA,2025/00027,2025-12-03,C-C/00017,4397.14,57598.43,Publicado,both
170,18,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-12-03,554380,35,2025/00030,65.34,57663.77,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,554380,6369-C-C/00018,both,163,6369-C-C/00018,18,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0040,ROCALLA SA,2025/00030,2025-12-03,C-C/00018,65.34,57663.77,Publicado,both
171,19,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-12-10,556808,36,2025/00035,4440.7,62104.47,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,556808,6369-C-C/00019,both,164,6369-C-C/00019,19,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0047,ROCALLA SA,2025/00035,2025-12-10,C-C/00019,4440.7,62104.47,Publicado,both
172,20,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-12-10,556812,24,2025/00027,3415.83,65520.3,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,556812,6369-C-C/00020,both,165,6369-C-C/00020,20,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0048,ALUBIX SL,2025/00027,2025-12-10,C-C/00020,3415.83,65520.3,Publicado,both
173,21,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ALUBIX SL,2025-12-17,560905,26,2025/00030,3581.6,69101.9,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,560905,6369-C-C/00021,both,166,6369-C-C/00021,21,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0050,ALUBIX SL,2025/00030,2025-12-17,C-C/00021,3581.6,69101.9,Publicado,both
174,22,6369,ADG32 6369 VMASTRANGELO SL,Pagada,ROCALLA SA,2025-12-17,560906,38,2025/00037,4262.83,73364.73,2025-12-18,6369,ADG32 6369 VMASTRANGELO SL,2025-12-18,ENTREGADA,560906,6369-C-C/00022,both,167,6369-C-C/00022,22,6369,ADG32 6369 VMASTRANGELO SL,FC/2025/0049,ROCALLA SA,2025/00037,2025-12-17,C-C/00022,4262.83,73364.73,Publicado,both
175,1,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-10-17,535280,5,2025/00001,1352.78,1352.78,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,535280,6427-C-C/00002,both,169,6427-C-C/00002,2,6427,ADG32 6427 NANANOU SL,FC/2025/0002,ALUBIX SL,2025/00001,2025-10-17,C-C/00002,1352.78,2139.28,Pagada,both
176,2,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-10-17,535303,3,2025/00001,786.5,2139.28,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,535303,6427-C-C/00001,both,168,6427-C-C/00001,1,6427,ADG32 6427 NANANOU SL,FC/2025/0001,ROCALLA SA,2025/00001,2025-10-17,C-C/00001,786.5,786.5,Pagada,both
177,3,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-10-23,537782,7,2025/00005,4619.78,6759.06,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,537782,6427-C-C/00004,both,171,6427-C-C/00004,4,6427,ADG32 6427 NANANOU SL,FC/2025/0004,ALUBIX SL,2025/00005,2025-10-23,C-C/00004,4619.78,9629.18,Pagada,both
178,4,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-10-23,537785,6,2025/00004,2870.12,9629.18,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,537785,6427-C-C/00003,both,170,6427-C-C/00003,3,6427,ADG32 6427 NANANOU SL,FC/2025/0003,ROCALLA SA,2025/00004,2025-10-23,C-C/00003,2870.12,5009.4,Pagada,both
179,5,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-10-29,540130,8,2025/00007,4474.58,14103.76,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,540130,6427-C-C/00006,both,173,6427-C-C/00006,6,6427,ADG32 6427 NANANOU SL,FC/2025/0006,ALUBIX SL,2025/00007,2025-10-29,C-C/00006,4474.58,16722.2,Pagada,both
180,6,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-10-29,540132,8,2025/00005,2618.44,16722.2,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,540132,6427-C-C/00005,both,172,6427-C-C/00005,5,6427,ADG32 6427 NANANOU SL,FC/2025/0005,ROCALLA SA,2025/00005,2025-10-29,C-C/00005,2618.44,12247.62,Pagada,both
181,7,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-11-05,542342,9,2025/00010,5186.06,21908.26,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,542342,6427-C-C/00007,both,174,6427-C-C/00007,7,6427,ADG32 6427 NANANOU SL,FC/2025/0007,ALUBIX SL,2025/00010,2025-11-05,C-C/00007,5186.06,21908.26,Pagada,both
182,8,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-11-05,542345,11,2025/00006,3274.26,25182.52,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,542345,6427-C-C/00008,both,175,6427-C-C/00008,8,6427,ADG32 6427 NANANOU SL,FC/2025/0008,ROCALLA SA,2025/00006,2025-11-05,C-C/00008,3274.26,25182.52,Pagada,both
183,9,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-11-12,544987,13,2025/00014,4636.72,29819.24,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,544987,6427-C-C/00009,both,176,6427-C-C/00009,9,6427,ADG32 6427 NANANOU SL,FC/2025/0009,ALUBIX SL,2025/00014,2025-11-12,C-C/00009,4636.72,29819.24,Pagada,both
184,10,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-11-12,544989,15,2025/00010,2816.88,32636.12,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,544989,6427-C-C/00010,both,177,6427-C-C/00010,10,6427,ADG32 6427 NANANOU SL,FC/2025/0010,ROCALLA SA,2025/00010,2025-11-12,C-C/00010,2816.88,32636.12,Pagada,both
185,11,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-11-19,548604,18,2025/00018,4542.34,37178.46,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,548604,6427-C-C/00011,both,178,6427-C-C/00011,11,6427,ADG32 6427 NANANOU SL,FC/2025/0027,ALUBIX SL,2025/00018,2025-11-19,C-C/00011,4542.34,37178.46,Pagada,both
186,12,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-11-19,548605,16,2025/00011,3332.34,40510.8,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,548605,6427-C-C/00012,both,179,6427-C-C/00012,12,6427,ADG32 6427 NANANOU SL,FC/2025/0028,ROCALLA SA,2025/00011,2025-11-19,C-C/00012,3332.34,40510.8,Pagada,both
187,13,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-11-26,551241,20,2025/00022,4881.14,45391.94,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,551241,6427-C-C/00013,both,180,6427-C-C/00013,13,6427,ADG32 6427 NANANOU SL,FC/2025/0032,ALUBIX SL,2025/00022,2025-11-26,C-C/00013,4881.14,45391.94,Publicado,both
188,14,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-11-26,551246,20,2025/00014,3160.52,48552.46,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,551246,6427-C-C/00014,both,181,6427-C-C/00014,14,6427,ADG32 6427 NANANOU SL,FC/2025/0033,ROCALLA SA,2025/00014,2025-11-26,C-C/00014,3160.52,48552.46,Publicado,both
189,15,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-12-03,554338,25,2025/00024,4653.66,53206.12,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,554338,6427-C-C/00015,both,182,6427-C-C/00015,15,6427,ADG32 6427 NANANOU SL,FC/2025/0034,ALUBIX SL,2025/00024,2025-12-03,C-C/00015,4653.66,53206.12,Publicado,both
190,16,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-12-03,554339,22,2025/00018,2792.68,55998.8,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,554339,6427-C-C/00016,both,183,6427-C-C/00016,16,6427,ADG32 6427 NANANOU SL,FC/2025/0035,ROCALLA SA,2025/00018,2025-12-03,C-C/00016,2792.68,55998.8,Publicado,both
191,17,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-12-10,556848,29,2025/00028,5164.28,61163.08,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,556848,6427-C-C/00017,both,184,6427-C-C/00017,17,6427,ADG32 6427 NANANOU SL,FC/2025/0042,ALUBIX SL,2025/00028,2025-12-10,C-C/00017,5164.28,61163.08,Publicado,both
192,18,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-12-10,556854,24,2025/00021,3254.9,64417.98,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,556854,6427-C-C/00018,both,185,6427-C-C/00018,18,6427,ADG32 6427 NANANOU SL,FC/2025/0043,ROCALLA SA,2025/00021,2025-12-10,C-C/00018,3254.9,64417.98,Publicado,both
193,19,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-12-17,560936,31,2025/00029,4670.6,69088.58,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,560936,6427-C-C/00019,both,186,6427-C-C/00019,19,6427,ADG32 6427 NANANOU SL,FC/2025/0045,ALUBIX SL,2025/00029,2025-12-17,C-C/00019,4670.6,69088.58,Publicado,both
194,20,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-12-17,560937,27,2025/00026,2974.18,72062.76,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,560937,6427-C-C/00020,both,187,6427-C-C/00020,20,6427,ADG32 6427 NANANOU SL,FC/2025/0046,ROCALLA SA,2025/00026,2025-12-17,C-C/00020,2974.18,72062.76,Publicado,both
195,21,6427,ADG32 6427 NANANOU SL,Pagada,ALUBIX SL,2025-12-29,561701,32,2025/00031,171.82,72234.58,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,561701,6427-C-C/00021,both,,,,,,,,,,,,,,left_only
196,22,6427,ADG32 6427 NANANOU SL,Pagada,ROCALLA SA,2025-12-29,561703,30,2025/00029,157.3,72391.88,2025-12-30,6427,ADG32 6427 NANANOU SL,2025-12-30,ENTREGADA,561703,6427-C-C/00023,both,,,,,,,,,,,,,,left_only
197,1,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-10-23,538001,3,2025/00003,5057.8,5057.8,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,538001,6428-C-C/00003,both,188,6428-C-C/00003,1,6428,ADG32 6428 ABOUBAL SL,FC/2025/0001,ALUBIX SL,2025/00003,2025-10-23,C-C/00003,5057.8,5057.8,Pagada,both
198,2,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-10-23,538002,5,2025/00001,5619.24,10677.04,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,538002,6428-C-C/00004,both,189,6428-C-C/00004,2,6428,ADG32 6428 ABOUBAL SL,FC/2025/0002,ROCALLA SA,2025/00001,2025-10-23,C-C/00004,5619.24,10677.04,Pagada,both
199,3,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-10-29,540108,8,2025/00008,3649.36,14326.4,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,540108,6428-C-C/00006,both,191,6428-C-C/00006,4,6428,ADG32 6428 ABOUBAL SL,FC/2025/0003,ALUBIX SL,2025/00008,2025-10-29,C-C/00006,3649.36,18505.74,Pagada,both
200,4,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-10-29,540109,6,2025/00004,4179.34,18505.74,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,540109,6428-C-C/00005,both,190,6428-C-C/00005,3,6428,ADG32 6428 ABOUBAL SL,FC/2025/0004,ROCALLA SA,2025/00004,2025-10-29,C-C/00005,4179.34,14856.38,Pagada,both
201,5,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-11-05,542319,10,2025/00010,4143.04,22648.78,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,542319,6428-C-C/00008,both,193,6428-C-C/00008,6,6428,ADG32 6428 ABOUBAL SL,FC/2025/0006,ALUBIX SL,2025/00010,2025-11-05,C-C/00008,4143.04,26583.7,Pagada,both
