ID-TOTS,ID,A_EXPEDIENT_HES,A_EMPRESA_HES,A_PRODUCTE_HES,A_DATA_HES,A_REFERENCIA_HES,A_ORIGEN_HES,A_DESTI_HES,A_UNITATS_HES,A_IN_HES,A_OUT_HES,A_STOCK_HES,A_OPERACIO_HES,A_CLAU_UNICA_HES,A_ESTAT_HES
1609,122,6428,ADG32 6428 ABOUBAL SL,_RP003_,2025-12-03 09:27:49,MGZ01/SURT/00024,MGZ01/Stock,Customers,35,,35,0,OP_INTERMITJA,6428_RP003_,Hecho
1610,125,6428,ADG32 6428 ABOUBAL SL,_RP003_,2025-12-10 10:31:06,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,102,102,,102,OP_INTERMITJA,6428_RP003_,Hecho
1611,129,6428,ADG32 6428 ABOUBAL SL,_RP003_,2025-12-10 10:34:12,MGZ01/SURT/00025,MGZ01/Stock,Customers,37,,37,65,OP_INTERMITJA,6428_RP003_,Hecho
1612,133,6428,ADG32 6428 ABOUBAL SL,_RP003_,2025-12-10 10:37:08,MGZ01/SURT/00026,MGZ01/Stock,Customers,37,,37,28,OP_INTERMITJA,6428_RP003_,Hecho
1613,139,6428,ADG32 6428 ABOUBAL SL,_RP003_,2025-12-10 10:38:46,MGZ01/SURT/00027,MGZ01/Stock,Customers,28,,28,0,OP_INTERMITJA,6428_RP003_,Hecho
1614,141,6428,ADG32 6428 ABOUBAL SL,_RP003_,2025-12-18 10:30:11,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,98,98,,98,OP_INTERMITJA,6428_RP003_,Hecho
1615,145,6428,ADG32 6428 ABOUBAL SL,_RP003_,2025-12-18 10:34:19,MGZ01/SURT/00028,MGZ01/Stock,Customers,38,,38,60,OP_INTERMITJA,6428_RP003_,Hecho
1616,152,6428,ADG32 6428 ABOUBAL SL,_RP003_,2025-12-18 10:35:57,MGZ01/SURT/00029,MGZ01/Stock,Customers,28,,28,32,OP_INTERMITJA,6428_RP003_,Hecho
1617,155,6428,ADG32 6428 ABOUBAL SL,_RP003_,2025-12-18 10:37:32,MGZ01/SURT/00030,MGZ01/Stock,Customers,32,,32,0,OP_INTERMITJA,6428_RP003_,Hecho
1618,157,6428,ADG32 6428 ABOUBAL SL,_RP003_,2025-12-30 12:58:26,MGZ01/ENTRA/00021,Vendors,MGZ01/Stock,6,6,,6,OP_INTERMITJA,6428_RP003_,Hecho
1619,162,6428,ADG32 6428 ABOUBAL SL,_RP003_,2025-12-30 13:03:12,MGZ01/SURT/00031,MGZ01/Stock,Customers,6,,6,0,OP_FINAL,6428_RP003_,Hecho
1620,1,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-10-17 09:41:05,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,44,44,,44,OP_INICIAL,6431_501_,Hecho
1621,8,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-10-17 10:22:01,MGZ01/SURT/00001,MGZ01/Stock,Customers,44,,44,0,OP_INTERMITJA,6431_501_,Hecho
1622,10,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-10-22 18:03:31,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,92,92,,92,OP_INTERMITJA,6431_501_,Hecho
1623,14,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-10-23 08:36:17,MGZ01/SURT/00002,MGZ01/Stock,Customers,24,,24,68,OP_INTERMITJA,6431_501_,Hecho
1624,18,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-10-23 08:50:32,MGZ01/SURT/00003,MGZ01/Stock,Customers,30,,30,38,OP_INTERMITJA,6431_501_,Hecho
1625,22,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-10-23 08:52:35,MGZ01/SURT/00004,MGZ01/Stock,Customers,38,,38,0,OP_INTERMITJA,6431_501_,Hecho
1626,25,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-10-29 09:22:51,MGZ01/ENTRA/00005,Vendors,MGZ01/Stock,103,103,,103,OP_INTERMITJA,6431_501_,Hecho
1627,30,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-10-29 09:33:45,MGZ01/SURT/00005,MGZ01/Stock,Customers,27,,27,76,OP_INTERMITJA,6431_501_,Hecho
1628,34,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-10-29 09:42:55,MGZ01/SURT/00006,MGZ01/Stock,Customers,37,,37,39,OP_INTERMITJA,6431_501_,Hecho
1629,40,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-10-29 09:46:00,MGZ01/SURT/00007,MGZ01/Stock,Customers,39,,39,0,OP_INTERMITJA,6431_501_,Hecho
1630,41,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-11-05 09:11:12,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,117,117,,117,OP_INTERMITJA,6431_501_,Hecho
1631,48,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-11-05 09:16:43,MGZ01/SURT/00008,MGZ01/Stock,Customers,43,,43,74,OP_INTERMITJA,6431_501_,Hecho
1632,49,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-11-05 09:20:59,MGZ01/SURT/00009,MGZ01/Stock,Customers,36,,36,38,OP_INTERMITJA,6431_501_,Hecho
1633,55,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-11-05 09:25:05,MGZ01/SURT/00010,MGZ01/Stock,Customers,38,,38,0,OP_INTERMITJA,6431_501_,Hecho
1634,57,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-11-12 09:37:12,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,124,124,,124,OP_INTERMITJA,6431_501_,Hecho
1635,61,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-11-12 09:40:21,MGZ01/SURT/00011,MGZ01/Stock,Customers,33,,33,91,OP_INTERMITJA,6431_501_,Hecho
1636,66,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-11-12 09:43:16,MGZ01/SURT/00012,MGZ01/Stock,Customers,32,,32,59,OP_INTERMITJA,6431_501_,Hecho
1637,72,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-11-12 09:45:51,MGZ01/SURT/00013,MGZ01/Stock,Customers,59,,59,0,OP_INTERMITJA,6431_501_,Hecho
1638,73,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-11-19 08:32:10,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,135,135,,135,OP_INTERMITJA,6431_501_,Hecho
1639,77,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-11-19 08:40:46,MGZ01/SURT/00014,MGZ01/Stock,Customers,55,,55,80,OP_INTERMITJA,6431_501_,Hecho
1640,82,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-11-19 08:47:34,MGZ01/SURT/00015,MGZ01/Stock,Customers,43,,43,37,OP_INTERMITJA,6431_501_,Hecho
1641,87,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-11-19 08:49:18,MGZ01/SURT/00016,MGZ01/Stock,Customers,37,,37,0,OP_INTERMITJA,6431_501_,Hecho
1642,89,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-11-26 09:22:29,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,101,101,,101,OP_INTERMITJA,6431_501_,Hecho
1643,95,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-11-26 09:29:20,MGZ01/SURT/00017,MGZ01/Stock,Customers,25,,25,76,OP_INTERMITJA,6431_501_,Hecho
1644,99,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-11-26 09:33:03,MGZ01/SURT/00018,MGZ01/Stock,Customers,38,,38,38,OP_INTERMITJA,6431_501_,Hecho
1645,101,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-11-26 09:35:05,MGZ01/SURT/00019,MGZ01/Stock,Customers,38,,38,0,OP_INTERMITJA,6431_501_,Hecho
1646,105,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-12-03 09:20:26,MGZ01/ENTRA/00015,Vendors,MGZ01/Stock,157,157,,157,OP_INTERMITJA,6431_501_,Hecho
1647,111,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-12-03 09:23:48,MGZ01/SURT/00020,MGZ01/Stock,Customers,60,,60,97,OP_INTERMITJA,6431_501_,Hecho
1648,113,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-12-03 09:25:52,MGZ01/SURT/00021,MGZ01/Stock,Customers,53,,53,44,OP_INTERMITJA,6431_501_,Hecho
1649,117,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-12-03 09:27:37,MGZ01/SURT/00022,MGZ01/Stock,Customers,44,,44,0,OP_INTERMITJA,6431_501_,Hecho
1650,121,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-12-10 09:10:42,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,152,152,,152,OP_INTERMITJA,6431_501_,Hecho
1651,125,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-12-10 09:14:55,MGZ01/SURT/00023,MGZ01/Stock,Customers,50,,50,102,OP_INTERMITJA,6431_501_,Hecho
1652,130,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-12-10 09:17:37,MGZ01/SURT/00024,MGZ01/Stock,Customers,46,,46,56,OP_INTERMITJA,6431_501_,Hecho
1653,133,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-12-10 09:20:10,MGZ01/SURT/00025,MGZ01/Stock,Customers,56,,56,0,OP_INTERMITJA,6431_501_,Hecho
1654,137,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-12-17 22:45:24,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,115,115,,115,OP_INTERMITJA,6431_501_,Hecho
1655,143,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-12-18 08:22:20,MGZ01/SURT/00026,MGZ01/Stock,Customers,30,,30,85,OP_INTERMITJA,6431_501_,Hecho
1656,148,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-12-18 08:23:44,MGZ01/SURT/00027,MGZ01/Stock,Customers,44,,44,41,OP_INTERMITJA,6431_501_,Hecho
1657,150,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-12-18 08:24:13,MGZ01/SURT/00028,MGZ01/Stock,Customers,41,,41,0,OP_INTERMITJA,6431_501_,Hecho
1658,153,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-12-29 16:47:27,MGZ01/ENTRA/00021,Vendors,MGZ01/Stock,7,7,,7,OP_INTERMITJA,6431_501_,Hecho
1659,157,6431,ADG32 6431 GZOUGGAGHI SL,_501_,2025-12-29 17:10:10,MGZ01/SURT/00029,MGZ01/Stock,Customers,7,,7,0,OP_FINAL,6431_501_,Hecho
1660,2,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-10-17 09:41:05,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,39,39,,39,OP_INICIAL,6431_502_,Hecho
1661,7,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-10-17 10:22:01,MGZ01/SURT/00001,MGZ01/Stock,Customers,39,,39,0,OP_INTERMITJA,6431_502_,Hecho
1662,9,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-10-22 18:03:31,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,106,106,,106,OP_INTERMITJA,6431_502_,Hecho
1663,13,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-10-23 08:36:17,MGZ01/SURT/00002,MGZ01/Stock,Customers,33,,33,73,OP_INTERMITJA,6431_502_,Hecho
1664,19,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-10-23 08:50:32,MGZ01/SURT/00003,MGZ01/Stock,Customers,41,,41,32,OP_INTERMITJA,6431_502_,Hecho
1665,23,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-10-23 08:52:35,MGZ01/SURT/00004,MGZ01/Stock,Customers,32,,32,0,OP_INTERMITJA,6431_502_,Hecho
1666,26,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-10-29 09:22:51,MGZ01/ENTRA/00005,Vendors,MGZ01/Stock,115,115,,115,OP_INTERMITJA,6431_502_,Hecho
1667,32,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-10-29 09:33:45,MGZ01/SURT/00005,MGZ01/Stock,Customers,26,,26,89,OP_INTERMITJA,6431_502_,Hecho
1668,33,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-10-29 09:42:55,MGZ01/SURT/00006,MGZ01/Stock,Customers,52,,52,37,OP_INTERMITJA,6431_502_,Hecho
1669,38,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-10-29 09:46:00,MGZ01/SURT/00007,MGZ01/Stock,Customers,37,,37,0,OP_INTERMITJA,6431_502_,Hecho
1670,42,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-11-05 09:11:12,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,116,116,,116,OP_INTERMITJA,6431_502_,Hecho
1671,46,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-11-05 09:16:43,MGZ01/SURT/00008,MGZ01/Stock,Customers,41,,41,75,OP_INTERMITJA,6431_502_,Hecho
1672,50,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-11-05 09:20:59,MGZ01/SURT/00009,MGZ01/Stock,Customers,42,,42,33,OP_INTERMITJA,6431_502_,Hecho
1673,54,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-11-05 09:25:05,MGZ01/SURT/00010,MGZ01/Stock,Customers,33,,33,0,OP_INTERMITJA,6431_502_,Hecho
1674,58,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-11-12 09:37:12,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,106,106,,106,OP_INTERMITJA,6431_502_,Hecho
1675,62,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-11-12 09:40:21,MGZ01/SURT/00011,MGZ01/Stock,Customers,26,,26,80,OP_INTERMITJA,6431_502_,Hecho
1676,65,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-11-12 09:43:16,MGZ01/SURT/00012,MGZ01/Stock,Customers,37,,37,43,OP_INTERMITJA,6431_502_,Hecho
1677,70,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-11-12 09:45:51,MGZ01/SURT/00013,MGZ01/Stock,Customers,43,,43,0,OP_INTERMITJA,6431_502_,Hecho
1678,74,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-11-19 08:32:10,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,124,124,,124,OP_INTERMITJA,6431_502_,Hecho
1679,78,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-11-19 08:40:46,MGZ01/SURT/00014,MGZ01/Stock,Customers,44,,44,80,OP_INTERMITJA,6431_502_,Hecho
1680,84,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-11-19 08:47:34,MGZ01/SURT/00015,MGZ01/Stock,Customers,39,,39,41,OP_INTERMITJA,6431_502_,Hecho
1681,86,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-11-19 08:49:18,MGZ01/SURT/00016,MGZ01/Stock,Customers,41,,41,0,OP_INTERMITJA,6431_502_,Hecho
1682,90,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-11-26 09:22:29,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,116,116,,116,OP_INTERMITJA,6431_502_,Hecho
1683,96,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-11-26 09:29:20,MGZ01/SURT/00017,MGZ01/Stock,Customers,29,,29,87,OP_INTERMITJA,6431_502_,Hecho
1684,100,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-11-26 09:33:03,MGZ01/SURT/00018,MGZ01/Stock,Customers,43,,43,44,OP_INTERMITJA,6431_502_,Hecho
1685,104,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-11-26 09:35:05,MGZ01/SURT/00019,MGZ01/Stock,Customers,44,,44,0,OP_INTERMITJA,6431_502_,Hecho
1686,106,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-12-03 09:20:26,MGZ01/ENTRA/00015,Vendors,MGZ01/Stock,117,117,,117,OP_INTERMITJA,6431_502_,Hecho
1687,110,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-12-03 09:23:48,MGZ01/SURT/00020,MGZ01/Stock,Customers,38,,38,79,OP_INTERMITJA,6431_502_,Hecho
1688,116,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-12-03 09:25:52,MGZ01/SURT/00021,MGZ01/Stock,Customers,39,,39,40,OP_INTERMITJA,6431_502_,Hecho
1689,118,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-12-03 09:27:37,MGZ01/SURT/00022,MGZ01/Stock,Customers,40,,40,0,OP_INTERMITJA,6431_502_,Hecho
1690,122,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-12-10 09:10:42,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,108,108,,108,OP_INTERMITJA,6431_502_,Hecho
1691,128,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-12-10 09:14:55,MGZ01/SURT/00023,MGZ01/Stock,Customers,30,,30,78,OP_INTERMITJA,6431_502_,Hecho
1692,132,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-12-10 09:17:37,MGZ01/SURT/00024,MGZ01/Stock,Customers,35,,35,43,OP_INTERMITJA,6431_502_,Hecho
1693,135,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-12-10 09:20:10,MGZ01/SURT/00025,MGZ01/Stock,Customers,43,,43,0,OP_INTERMITJA,6431_502_,Hecho
1694,138,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-12-17 22:45:24,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,114,114,,114,OP_INTERMITJA,6431_502_,Hecho
1695,141,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-12-18 08:22:20,MGZ01/SURT/00026,MGZ01/Stock,Customers,36,,36,78,OP_INTERMITJA,6431_502_,Hecho
1696,147,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-12-18 08:23:44,MGZ01/SURT/00027,MGZ01/Stock,Customers,38,,38,40,OP_INTERMITJA,6431_502_,Hecho
1697,151,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-12-18 08:24:13,MGZ01/SURT/00028,MGZ01/Stock,Customers,40,,40,0,OP_INTERMITJA,6431_502_,Hecho
1698,154,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-12-29 16:47:27,MGZ01/ENTRA/00021,Vendors,MGZ01/Stock,4,4,,4,OP_INTERMITJA,6431_502_,Hecho
1699,158,6431,ADG32 6431 GZOUGGAGHI SL,_502_,2025-12-29 17:10:10,MGZ01/SURT/00029,MGZ01/Stock,Customers,4,,4,0,OP_FINAL,6431_502_,Hecho
1700,3,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-10-17 09:44:42,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,42,42,,42,OP_INICIAL,6431_503_,Hecho
1701,5,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-10-17 10:22:01,MGZ01/SURT/00001,MGZ01/Stock,Customers,42,,42,0,OP_INTERMITJA,6431_503_,Hecho
1702,11,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-10-22 18:03:59,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,109,109,,109,OP_INTERMITJA,6431_503_,Hecho
1703,16,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-10-23 08:36:17,MGZ01/SURT/00002,MGZ01/Stock,Customers,37,,37,72,OP_INTERMITJA,6431_503_,Hecho
1704,20,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-10-23 08:50:32,MGZ01/SURT/00003,MGZ01/Stock,Customers,22,,22,50,OP_INTERMITJA,6431_503_,Hecho
1705,21,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-10-23 08:52:35,MGZ01/SURT/00004,MGZ01/Stock,Customers,50,,50,0,OP_INTERMITJA,6431_503_,Hecho
1706,27,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-10-29 09:25:58,MGZ01/ENTRA/00006,Vendors,MGZ01/Stock,92,92,,92,OP_INTERMITJA,6431_503_,Hecho
1707,29,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-10-29 09:33:45,MGZ01/SURT/00005,MGZ01/Stock,Customers,36,,36,56,OP_INTERMITJA,6431_503_,Hecho
1708,35,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-10-29 09:42:55,MGZ01/SURT/00006,MGZ01/Stock,Customers,34,,34,22,OP_INTERMITJA,6431_503_,Hecho
1709,39,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-10-29 09:46:00,MGZ01/SURT/00007,MGZ01/Stock,Customers,22,,22,0,OP_INTERMITJA,6431_503_,Hecho
1710,43,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-11-05 09:13:21,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,111,111,,111,OP_INTERMITJA,6431_503_,Hecho
1711,47,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-11-05 09:16:43,MGZ01/SURT/00008,MGZ01/Stock,Customers,41,,41,70,OP_INTERMITJA,6431_503_,Hecho
1712,52,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-11-05 09:20:59,MGZ01/SURT/00009,MGZ01/Stock,Customers,33,,33,37,OP_INTERMITJA,6431_503_,Hecho
1713,53,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-11-05 09:25:05,MGZ01/SURT/00010,MGZ01/Stock,Customers,37,,37,0,OP_INTERMITJA,6431_503_,Hecho
1714,59,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-11-12 09:38:34,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,117,117,,117,OP_INTERMITJA,6431_503_,Hecho
1715,63,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-11-12 09:40:21,MGZ01/SURT/00011,MGZ01/Stock,Customers,33,,33,84,OP_INTERMITJA,6431_503_,Hecho
1716,68,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-11-12 09:43:16,MGZ01/SURT/00012,MGZ01/Stock,Customers,42,,42,42,OP_INTERMITJA,6431_503_,Hecho
1717,69,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-11-12 09:45:51,MGZ01/SURT/00013,MGZ01/Stock,Customers,42,,42,0,OP_INTERMITJA,6431_503_,Hecho
1718,75,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-11-19 08:35:20,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,116,116,,116,OP_INTERMITJA,6431_503_,Hecho
1719,79,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-11-19 08:40:46,MGZ01/SURT/00014,MGZ01/Stock,Customers,42,,42,74,OP_INTERMITJA,6431_503_,Hecho
1720,83,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-11-19 08:47:34,MGZ01/SURT/00015,MGZ01/Stock,Customers,33,,33,41,OP_INTERMITJA,6431_503_,Hecho
1721,85,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-11-19 08:49:18,MGZ01/SURT/00016,MGZ01/Stock,Customers,41,,41,0,OP_INTERMITJA,6431_503_,Hecho
1722,91,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-11-26 09:25:08,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,102,102,,102,OP_INTERMITJA,6431_503_,Hecho
1723,93,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-11-26 09:29:20,MGZ01/SURT/00017,MGZ01/Stock,Customers,33,,33,69,OP_INTERMITJA,6431_503_,Hecho
1724,97,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-11-26 09:33:03,MGZ01/SURT/00018,MGZ01/Stock,Customers,32,,32,37,OP_INTERMITJA,6431_503_,Hecho
1725,102,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-11-26 09:35:05,MGZ01/SURT/00019,MGZ01/Stock,Customers,37,,37,0,OP_INTERMITJA,6431_503_,Hecho
1726,107,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-12-03 09:21:55,MGZ01/ENTRA/00016,Vendors,MGZ01/Stock,128,128,,128,OP_INTERMITJA,6431_503_,Hecho
1727,109,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-12-03 09:23:48,MGZ01/SURT/00020,MGZ01/Stock,Customers,36,,36,92,OP_INTERMITJA,6431_503_,Hecho
1728,115,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-12-03 09:25:52,MGZ01/SURT/00021,MGZ01/Stock,Customers,55,,55,37,OP_INTERMITJA,6431_503_,Hecho
1729,119,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-12-03 09:27:37,MGZ01/SURT/00022,MGZ01/Stock,Customers,37,,37,0,OP_INTERMITJA,6431_503_,Hecho
1730,123,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-12-10 09:12:16,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,141,141,,141,OP_INTERMITJA,6431_503_,Hecho
1731,126,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-12-10 09:14:55,MGZ01/SURT/00023,MGZ01/Stock,Customers,50,,50,91,OP_INTERMITJA,6431_503_,Hecho
1732,131,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-12-10 09:17:37,MGZ01/SURT/00024,MGZ01/Stock,Customers,42,,42,49,OP_INTERMITJA,6431_503_,Hecho
1733,136,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-12-10 09:20:10,MGZ01/SURT/00025,MGZ01/Stock,Customers,49,,49,0,OP_INTERMITJA,6431_503_,Hecho
1734,139,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-12-17 22:53:21,MGZ01/ENTRA/00020,Vendors,MGZ01/Stock,122,122,,122,OP_INTERMITJA,6431_503_,Hecho
1735,142,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-12-18 08:22:20,MGZ01/SURT/00026,MGZ01/Stock,Customers,32,,32,90,OP_INTERMITJA,6431_503_,Hecho
1736,146,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-12-18 08:23:44,MGZ01/SURT/00027,MGZ01/Stock,Customers,42,,42,48,OP_INTERMITJA,6431_503_,Hecho
1737,149,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-12-18 08:24:13,MGZ01/SURT/00028,MGZ01/Stock,Customers,48,,48,0,OP_INTERMITJA,6431_503_,Hecho
1738,155,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-12-29 16:49:23,MGZ01/ENTRA/00022,Vendors,MGZ01/Stock,6,6,,6,OP_INTERMITJA,6431_503_,Hecho
1739,159,6431,ADG32 6431 GZOUGGAGHI SL,_503_,2025-12-29 17:10:10,MGZ01/SURT/00029,MGZ01/Stock,Customers,6,,6,0,OP_FINAL,6431_503_,Hecho
1740,4,6431,ADG32 6431 GZOUGGAGHI SL,_504_,2025-10-17 09:44:42,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,32,32,,32,OP_INICIAL,6431_504_,Hecho
1741,6,6431,ADG32 6431 GZOUGGAGHI SL,_504_,2025-10-17 10:22:01,MGZ01/SURT/00001,MGZ01/Stock,Customers,32,,32,0,OP_INTERMITJA,6431_504_,Hecho
1742,12,6431,ADG32 6431 GZOUGGAGHI SL,_504_,2025-10-22 18:03:59,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,106,106,,106,OP_INTERMITJA,6431_504_,Hecho
