A_CLAU_UNICA_HES,ID-TOTS,ID,A_EXPEDIENT_HES,A_EMPRESA_HES,A_PRODUCTE_HES,A_DATA_HES,A_REFERENCIA_HES,A_ORIGEN_HES,A_DESTI_HES,A_UNITATS_HES,A_IN_HES,A_OUT_HES,A_STOCK_HES,A_OPERACIO_HES,A_ESTAT_HES
6369_SI0001_,1288,141,6369,ADG32 6369 VMASTRANGELO SL,_SI0001_,2025-12-17 16:43:49,MGZ01/ENTRA/00022,Vendors,MGZ01/Stock,213,213,,213,OP_INTERMITJA,Hecho
6369_SI0001_,1289,147,6369,ADG32 6369 VMASTRANGELO SL,_SI0001_,2025-12-18 08:16:07,MGZ01/SURT/00026,MGZ01/Stock,Customers,63,,63,150,OP_INTERMITJA,Hecho
6369_SI0001_,1290,149,6369,ADG32 6369 VMASTRANGELO SL,_SI0001_,2025-12-18 08:16:33,MGZ01/SURT/00027,MGZ01/Stock,Customers,61,,61,89,OP_INTERMITJA,Hecho
6369_SI0001_,1291,153,6369,ADG32 6369 VMASTRANGELO SL,_SI0001_,2025-12-18 08:16:52,MGZ01/SURT/00028,MGZ01/Stock,Customers,89,,89,0,OP_FINAL,Hecho
6427_ALC-96-0110L_,1292,1,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-10-17 09:41:05,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,43,43,,43,OP_INICIAL,Hecho
6427_ALC-96-0110L_,1293,5,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-10-17 10:22:05,MGZ01/SURT/00001,MGZ01/Stock,Customers,43,,43,0,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1294,9,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-10-23 08:53:48,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,169,169,,169,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1295,14,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-10-23 09:02:30,MGZ01/SURT/00002,MGZ01/Stock,Customers,45,,45,124,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1296,20,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-10-23 11:07:14,MGZ01/SURT/00003,MGZ01/Stock,Customers,62,,62,62,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1297,21,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-10-23 11:09:54,MGZ01/SURT/00004,MGZ01/Stock,Customers,62,,62,0,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1298,25,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-10-29 09:45:03,MGZ01/ENTRA/00005,Vendors,MGZ01/Stock,161,161,,161,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1299,29,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-10-29 10:16:00,MGZ01/SURT/00005,MGZ01/Stock,Customers,42,,42,119,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1300,33,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-10-29 10:18:31,MGZ01/SURT/00006,MGZ01/Stock,Customers,45,,45,74,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1301,38,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-10-29 10:22:05,MGZ01/SURT/00007,MGZ01/Stock,Customers,74,,74,0,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1302,43,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-11-05 09:31:02,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,189,189,,189,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1303,45,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-11-05 09:33:41,MGZ01/SURT/00008,MGZ01/Stock,Customers,42,,42,147,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1304,51,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-11-05 09:37:16,MGZ01/SURT/00009,MGZ01/Stock,Customers,74,,74,73,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1305,53,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-11-05 09:39:52,MGZ01/SURT/00010,MGZ01/Stock,Customers,73,,73,0,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1306,59,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-11-12 09:29:32,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,159,159,,159,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1307,63,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-11-12 09:36:09,MGZ01/SURT/00011,MGZ01/Stock,Customers,49,,49,110,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1308,68,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-11-12 09:38:57,MGZ01/SURT/00012,MGZ01/Stock,Customers,54,,54,56,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1309,71,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-11-12 09:43:28,MGZ01/SURT/00013,MGZ01/Stock,Customers,56,,56,0,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1310,75,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-11-21 09:27:39,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,201,201,,201,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1311,78,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-11-21 09:32:15,MGZ01/SURT/00014,MGZ01/Stock,Customers,78,,78,123,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1312,83,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-11-21 09:35:28,MGZ01/SURT/00015,MGZ01/Stock,Customers,78,,78,45,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1313,88,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-11-21 09:39:17,MGZ01/SURT/00016,MGZ01/Stock,Customers,45,,45,0,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1314,91,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-11-26 09:33:53,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,205,205,,205,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1315,95,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-11-26 09:36:00,MGZ01/SURT/00017,MGZ01/Stock,Customers,70,,70,135,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1316,97,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-11-26 09:38:25,MGZ01/SURT/00018,MGZ01/Stock,Customers,78,,78,57,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1317,103,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-11-26 09:41:59,MGZ01/SURT/00019,MGZ01/Stock,Customers,57,,57,0,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1318,107,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-12-03 09:31:31,MGZ01/ENTRA/00016,Vendors,MGZ01/Stock,152,152,,152,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1319,112,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-12-03 09:35:54,MGZ01/SURT/00020,MGZ01/Stock,Customers,52,,52,100,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1320,114,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-12-03 09:37:37,MGZ01/SURT/00021,MGZ01/Stock,Customers,47,,47,53,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1321,117,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-12-03 09:38:52,MGZ01/SURT/00022,MGZ01/Stock,Customers,53,,53,0,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1322,123,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-12-10 09:18:28,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,187,187,,187,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1323,127,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-12-10 09:20:43,MGZ01/SURT/00023,MGZ01/Stock,Customers,64,,64,123,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1324,131,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-12-10 09:22:39,MGZ01/SURT/00024,MGZ01/Stock,Customers,60,,60,63,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1325,134,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-12-10 09:24:15,MGZ01/SURT/00025,MGZ01/Stock,Customers,63,,63,0,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1326,139,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-12-17 18:07:04,MGZ01/ENTRA/00020,Vendors,MGZ01/Stock,170,170,,170,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1327,143,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-12-18 08:23:42,MGZ01/SURT/00026,MGZ01/Stock,Customers,50,,50,120,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1328,147,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-12-18 08:26:24,MGZ01/SURT/00027,MGZ01/Stock,Customers,56,,56,64,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1329,149,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-12-18 08:29:26,MGZ01/SURT/00028,MGZ01/Stock,Customers,64,,64,0,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1330,156,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-12-29 16:49:16,MGZ01/ENTRA/00022,Vendors,MGZ01/Stock,11,11,,11,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1331,158,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-12-30 01:11:55,MGZ01/SURT/00033,MGZ01/Stock,Vendors,11,,11,0,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1332,159,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-12-30 01:14:47,MGZ01/ENTRA/00025,Vendors,MGZ01/Stock,8,8,,8,OP_INTERMITJA,Hecho
6427_ALC-96-0110L_,1333,161,6427,ADG32 6427 NANANOU SL,_ALC-96-0110L_,2025-12-30 14:00:18,MGZ01/SURT/00037,MGZ01/Stock,Customers,8,,8,0,OP_FINAL,Hecho
6427_GDL-100-028X_,1334,3,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-10-17 09:46:27,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,54,54,,54,OP_INICIAL,Hecho
6427_GDL-100-028X_,1335,6,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-10-17 10:22:05,MGZ01/SURT/00001,MGZ01/Stock,Customers,54,,54,0,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1336,11,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-10-23 08:57:12,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,164,164,,164,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1337,13,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-10-23 09:02:30,MGZ01/SURT/00002,MGZ01/Stock,Customers,49,,49,115,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1338,17,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-10-23 11:07:14,MGZ01/SURT/00003,MGZ01/Stock,Customers,62,,62,53,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1339,22,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-10-23 11:09:54,MGZ01/SURT/00004,MGZ01/Stock,Customers,53,,53,0,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1340,27,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-10-29 09:46:40,MGZ01/ENTRA/00006,Vendors,MGZ01/Stock,174,174,,174,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1341,30,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-10-29 10:16:00,MGZ01/SURT/00005,MGZ01/Stock,Customers,48,,48,126,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1342,36,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-10-29 10:18:31,MGZ01/SURT/00006,MGZ01/Stock,Customers,60,,60,66,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1343,39,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-10-29 10:22:05,MGZ01/SURT/00007,MGZ01/Stock,Customers,66,,66,0,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1344,41,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-11-05 09:29:42,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,198,198,,198,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1345,46,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-11-05 09:33:41,MGZ01/SURT/00008,MGZ01/Stock,Customers,62,,62,136,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1346,49,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-11-05 09:37:16,MGZ01/SURT/00009,MGZ01/Stock,Customers,71,,71,65,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1347,55,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-11-05 09:39:52,MGZ01/SURT/00010,MGZ01/Stock,Customers,65,,65,0,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1348,57,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-11-12 09:28:30,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,171,171,,171,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1349,62,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-11-12 09:36:09,MGZ01/SURT/00011,MGZ01/Stock,Customers,54,,54,117,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1350,67,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-11-12 09:38:57,MGZ01/SURT/00012,MGZ01/Stock,Customers,56,,56,61,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1351,69,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-11-12 09:43:28,MGZ01/SURT/00013,MGZ01/Stock,Customers,61,,61,0,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1352,73,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-11-21 09:15:38,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,172,172,,172,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1353,80,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-11-21 09:32:15,MGZ01/SURT/00014,MGZ01/Stock,Customers,47,,47,125,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1354,81,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-11-21 09:35:28,MGZ01/SURT/00015,MGZ01/Stock,Customers,73,,73,52,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1355,87,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-11-21 09:39:17,MGZ01/SURT/00016,MGZ01/Stock,Customers,52,,52,0,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1356,89,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-11-26 09:32:52,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,182,182,,182,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1357,94,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-11-26 09:36:00,MGZ01/SURT/00017,MGZ01/Stock,Customers,65,,65,117,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1358,100,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-11-26 09:38:25,MGZ01/SURT/00018,MGZ01/Stock,Customers,61,,61,56,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1359,101,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-11-26 09:41:59,MGZ01/SURT/00019,MGZ01/Stock,Customers,56,,56,0,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1360,105,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-12-03 09:29:28,MGZ01/ENTRA/00015,Vendors,MGZ01/Stock,178,178,,178,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1361,111,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-12-03 09:35:54,MGZ01/SURT/00020,MGZ01/Stock,Customers,58,,58,120,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1362,116,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-12-03 09:37:37,MGZ01/SURT/00021,MGZ01/Stock,Customers,70,,70,50,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1363,118,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-12-03 09:38:52,MGZ01/SURT/00022,MGZ01/Stock,Customers,50,,50,0,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1364,122,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-12-10 09:16:54,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,199,199,,199,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1365,128,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-12-10 09:20:43,MGZ01/SURT/00023,MGZ01/Stock,Customers,67,,67,132,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1366,129,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-12-10 09:22:39,MGZ01/SURT/00024,MGZ01/Stock,Customers,76,,76,56,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1367,136,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-12-10 09:24:15,MGZ01/SURT/00025,MGZ01/Stock,Customers,56,,56,0,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1368,138,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-12-17 18:05:40,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,170,170,,170,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1369,142,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-12-18 08:23:42,MGZ01/SURT/00026,MGZ01/Stock,Customers,55,,55,115,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1370,146,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-12-18 08:26:24,MGZ01/SURT/00027,MGZ01/Stock,Customers,52,,52,63,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1371,152,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-12-18 08:29:26,MGZ01/SURT/00028,MGZ01/Stock,Customers,63,,63,0,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1372,153,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-12-29 16:47:12,MGZ01/ENTRA/00021,Vendors,MGZ01/Stock,6,6,,6,OP_INTERMITJA,Hecho
6427_GDL-100-028X_,1373,162,6427,ADG32 6427 NANANOU SL,_GDL-100-028X_,2025-12-30 14:00:18,MGZ01/SURT/00037,MGZ01/Stock,Customers,6,,6,0,OP_FINAL,Hecho
6427_TIR-250-00250P_,1374,2,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-10-17 09:41:05,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,51,51,,51,OP_INICIAL,Hecho
6427_TIR-250-00250P_,1375,7,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-10-17 10:22:05,MGZ01/SURT/00001,MGZ01/Stock,Customers,51,,51,0,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1376,10,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-10-23 08:53:48,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,170,170,,170,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1377,16,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-10-23 09:02:30,MGZ01/SURT/00002,MGZ01/Stock,Customers,61,,61,109,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1378,19,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-10-23 11:07:14,MGZ01/SURT/00003,MGZ01/Stock,Customers,57,,57,52,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1379,23,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-10-23 11:09:54,MGZ01/SURT/00004,MGZ01/Stock,Customers,52,,52,0,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1380,26,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-10-29 09:45:03,MGZ01/ENTRA/00005,Vendors,MGZ01/Stock,146,146,,146,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1381,32,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-10-29 10:16:00,MGZ01/SURT/00005,MGZ01/Stock,Customers,57,,57,89,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1382,35,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-10-29 10:18:31,MGZ01/SURT/00006,MGZ01/Stock,Customers,40,,40,49,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1383,40,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-10-29 10:22:05,MGZ01/SURT/00007,MGZ01/Stock,Customers,49,,49,0,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1384,44,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-11-05 09:31:02,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,199,199,,199,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1385,48,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-11-05 09:33:41,MGZ01/SURT/00008,MGZ01/Stock,Customers,35,,35,164,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1386,52,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-11-05 09:37:16,MGZ01/SURT/00009,MGZ01/Stock,Customers,88,,88,76,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1387,56,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-11-05 09:39:52,MGZ01/SURT/00010,MGZ01/Stock,Customers,76,,76,0,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1388,60,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-11-12 09:29:32,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,176,176,,176,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1389,64,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-11-12 09:36:09,MGZ01/SURT/00011,MGZ01/Stock,Customers,52,,52,124,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1390,66,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-11-12 09:38:57,MGZ01/SURT/00012,MGZ01/Stock,Customers,51,,51,73,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1391,70,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-11-12 09:43:28,MGZ01/SURT/00013,MGZ01/Stock,Customers,73,,73,0,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1392,76,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-11-21 09:27:39,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,191,191,,191,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1393,79,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-11-21 09:32:15,MGZ01/SURT/00014,MGZ01/Stock,Customers,71,,71,120,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1394,82,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-11-21 09:35:28,MGZ01/SURT/00015,MGZ01/Stock,Customers,72,,72,48,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1395,86,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-11-21 09:39:17,MGZ01/SURT/00016,MGZ01/Stock,Customers,48,,48,0,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1396,92,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-11-26 09:33:53,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,162,162,,162,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1397,96,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-11-26 09:36:00,MGZ01/SURT/00017,MGZ01/Stock,Customers,69,,69,93,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1398,99,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-11-26 09:38:25,MGZ01/SURT/00018,MGZ01/Stock,Customers,48,,48,45,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1399,104,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-11-26 09:41:59,MGZ01/SURT/00019,MGZ01/Stock,Customers,45,,45,0,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1400,108,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-12-03 09:31:31,MGZ01/ENTRA/00016,Vendors,MGZ01/Stock,182,182,,182,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1401,109,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-12-03 09:35:54,MGZ01/SURT/00020,MGZ01/Stock,Customers,60,,60,122,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1402,115,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-12-03 09:37:37,MGZ01/SURT/00021,MGZ01/Stock,Customers,72,,72,50,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1403,119,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-12-03 09:38:52,MGZ01/SURT/00022,MGZ01/Stock,Customers,50,,50,0,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1404,124,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-12-10 09:18:28,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,199,199,,199,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1405,125,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-12-10 09:20:43,MGZ01/SURT/00023,MGZ01/Stock,Customers,55,,55,144,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1406,132,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-12-10 09:22:39,MGZ01/SURT/00024,MGZ01/Stock,Customers,80,,80,64,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1407,133,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-12-10 09:24:15,MGZ01/SURT/00025,MGZ01/Stock,Customers,64,,64,0,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1408,140,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-12-17 18:07:04,MGZ01/ENTRA/00020,Vendors,MGZ01/Stock,183,183,,183,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1409,144,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-12-18 08:23:42,MGZ01/SURT/00026,MGZ01/Stock,Customers,63,,63,120,OP_INTERMITJA,Hecho
